"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"18786","M","61-70","17+","unknown","-2","460","1630","0.74",NA,"3","17","14",NA,"1.238","6","6","70938","17","1287","93208","9","2141"
"18787","M","61-70","17+","unknown","-1.75","443","1564","0.77","2","4","20","15",NA,"1.434","7","7","66956","15","1229","88276","8","2034"
"18788","M","61-70","17+","unknown","-1.5","426","1498","0.79","3","4","24","17",NA,"1.63","8","9","62974","14","1171","83344","8","1927"
"18789","M","61-70","17+","unknown","-1.25","410","1432","0.82","3","5","27","18",NA,"1.826","9","10","58992","12","1113","78412","7","1820"
"18790","M","61-70","17+","unknown","-1","393","1366","0.85","4","5","30","20","0.06","2.022","10","12","55010","11","1055","73480","6","1713"
"18791","M","61-70","17+","unknown","-0.75","376","1300","0.88","4","5","33","21","0.167","2.218","11","13","51028","9","998","68548","5","1606"
"18792","M","61-70","17+","unknown","-0.5","359","1234","0.9","4","6","36","22","0.275","2.414","12","14","47047","8","940","63616","4","1499"
"18793","M","61-70","17+","unknown","-0.25","343","1168","0.93","5","6","40","24","0.382","2.61","13","16","43065","6","882","58684","3","1392"
"18794","M","61-70","17+","unknown","0","326","1102","0.96","5","7","43","25","0.49","2.806","14","17","39083","5","824","53752","2","1285"
"18795","M","61-70","17+","unknown","0.25","309","1036","0.99","6","7","46","27","0.598","3.002","15","19","35101","3","766","48820","2","1178"
"18796","M","61-70","17+","unknown","0.5","293","970",NA,"6","7","49","28","0.705","3.198","16","20","31119","1","708","43888","1","1071"
"18797","M","61-70","17+","unknown","0.75","276","904",NA,"7","8","53","30","0.813","3.394","18","21","27137",NA,"650","38956",NA,"964"
"18798","M","61-70","17+","unknown","1","259","838",NA,"7","8","56","31","0.92","3.59","19","23","23155",NA,"593","34024",NA,"857"
"18799","M","61-70","17+","unknown","1.25","243","772",NA,"8","9","59","32","1.028","3.786","20","24","19173",NA,"535","29092",NA,"750"
"18800","M","61-70","17+","unknown","1.5","226","706",NA,"8","9","62","34","1.135","3.981","21",NA,"15192",NA,"477","24160",NA,"643"
"18801","M","61-70","17+","unknown","1.75","209","640",NA,"9","9","65","35","1.243","4.177","22",NA,"11210",NA,"419","19227",NA,"536"
"18802","M","61-70","17+","unknown","2",NA,"574",NA,"9","10","69",NA,"1.35","4.373","23",NA,"7228",NA,"361","14295",NA,"429"
"18803","M","61-70","17+","unknown","2.25",NA,"508",NA,"10","10","72",NA,"1.458","4.569",NA,NA,NA,NA,"303","9363",NA,"322"
"18804","M","61-70","17+","unknown","2.5",NA,NA,NA,"10","11","75",NA,"1.565","4.765",NA,NA,NA,NA,"245",NA,NA,"215"
"18805","M","61-70","17+","unknown","2.75",NA,NA,NA,"10","11","78",NA,"1.673","4.961",NA,NA,NA,NA,"187",NA,NA,NA
"18806","M","61-70","17+","unknown","3",NA,NA,NA,"11",NA,"81",NA,"1.78","5.157",NA,NA,NA,NA,NA,NA,NA,NA
"18807","M","61-70","17+","unknown","3.25",NA,NA,NA,NA,NA,"85",NA,"1.888","5.353",NA,NA,NA,NA,NA,NA,NA,NA
"18808","M","61-70","17+","unknown","3.5",NA,NA,NA,NA,NA,"88",NA,"1.995","5.549",NA,NA,NA,NA,NA,NA,NA,NA
"18809","M","61-70","17+","unknown","3.75",NA,NA,NA,NA,NA,"91",NA,"2.103","5.745",NA,NA,NA,NA,NA,NA,NA,NA
"18810","M","61-70","17+","unknown","4",NA,NA,NA,NA,NA,"94",NA,"2.21","5.941",NA,NA,NA,NA,NA,NA,NA,NA
"18811","M","71-80","17+","Windows","-4","577","2290","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"105474",NA,"1791","138227","17","3108"
"18812","M","71-80","17+","Windows","-3.75","561","2225","0.53",NA,NA,NA,"2",NA,NA,NA,NA,"101624",NA,"1735","133445","16","3005"
"18813","M","71-80","17+","Windows","-3.5","546","2159","0.56",NA,NA,NA,"3",NA,NA,NA,NA,"97774",NA,"1679","128663","15","2901"
"18814","M","71-80","17+","Windows","-3.25","531","2094","0.59",NA,NA,NA,"5",NA,NA,NA,NA,"93924","25","1624","123881","14","2797"
